x,y,country_trans,bgs_sub_commodity_trans,sdmx_code,yearbook_table_trans,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,pole_of_inaccessibility_latitude,cgi_commodity_url,quantity,concat_table_notes_text,year,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text
82.51,55.51,Soviet Union,,A,Production of germanium metal,SU,Germanium,Normal value,SUN,Germanium metal,tonnes (metric),82.510000,,,162,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,12,,1990-01-01 00:00:00,882,12,*,Production,germanium metal,,Estimates.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,3,,1990-01-01 00:00:00,882,3,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,18,,1990-01-01 00:00:00,882,18,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
14.130671999999999,47.585656,Austria,,A,Production of germanium metal,AT,Germanium,Normal value,AUT,Germanium metal,tonnes (metric),14.130672,,,162,47.585656,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,5,,1990-01-01 00:00:00,882,5,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,10,,1990-01-01 00:00:00,882,10,*,Production,germanium metal,,Estimates.
14.130671999999999,47.585656,Austria,,A,Production of germanium metal,AT,Germanium,Normal Value,AUT,Germanium metal,tonnes (metric),14.130672,,,162,47.585656,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,0,,1991-01-01 00:00:00,882,-----,,Production,germanium metal,Nil (nothing produced),
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,12,,1991-01-01 00:00:00,882,12,*,Production,germanium metal,,Estimates.
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,15,,1991-01-01 00:00:00,882,15,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,3,,1991-01-01 00:00:00,882,3,,Production,germanium metal,,
82.51,55.51,Soviet Union,,A,Production of germanium metal,SU,Germanium,Normal value,SUN,Germanium metal,tonnes (metric),82.510000,,,162,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,15,,1991-01-01 00:00:00,882,15,*,Production,germanium metal,,Estimates.
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,13,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Fed Republic of Germany and to a lesser extent in Italy",1992-01-01 00:00:00,882,13,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
82.51,55.51,Soviet Union,,A,Production of germanium metal,SU,Germanium,Normal value,SUN,Germanium metal,tonnes (metric),82.510000,,1,162,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,12,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Fed Republic of Germany and to a lesser extent in Italy",1992-01-01 00:00:00,882,12,*|b,Production,germanium metal,,Estimates.|Dissolved in December 1991. No information is available on which to estimate for individual countries.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,3,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Fed Republic of Germany and to a lesser extent in Italy",1992-01-01 00:00:00,882,3,,Production,germanium metal,,
-3.562909,40.389544,Spain,,A,Production of germanium metal,ES,Germanium,Normal value,ESP,Germanium metal,tonnes (metric),-3.562909,,1,162,40.389544,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,6,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Fed Republic of Germany and to a lesser extent in Italy",1992-01-01 00:00:00,882,6,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,8,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Fed Republic of Germany and to a lesser extent in Italy",1992-01-01 00:00:00,882,8,*,Production,germanium metal,,Estimates.
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Germany and to a lesser extent in Italy",1993-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,10,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Germany and to a lesser extent in Italy",1993-01-01 00:00:00,882,10,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,3,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Germany and to a lesser extent in Italy",1993-01-01 00:00:00,882,3,,Production,germanium metal,,
-3.562909,40.389544,Spain,,A,Production of germanium metal,ES,Germanium,Normal value,ESP,Germanium metal,tonnes (metric),-3.562909,,1,162,40.389544,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,6,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in Belgium, France, Germany and to a lesser extent in Italy",1993-01-01 00:00:00,882,6,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1994-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,10,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1994-01-01 00:00:00,882,10,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1994-01-01 00:00:00,882,2,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,10,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1995-01-01 00:00:00,882,10,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1995-01-01 00:00:00,882,2,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,10,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1995-01-01 00:00:00,882,10,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,11,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1996-01-01 00:00:00,882,11,,Production,germanium metal,,
4.362657,50.839724,Belgium,,A,Production of germanium metal,BE,Germanium,Normal value,BEL,Germanium metal,tonnes (metric),4.362657,,1,162,50.839724,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,22,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1996-01-01 00:00:00,882,22,,Production,germanium metal,,
31.971487999999997,49.685680999999995,Ukraine,,N,Production of germanium metal,UA,Germanium,Not Significant,UKR,Germanium metal,tonnes (metric),31.971488,,1,162,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,0,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1996-01-01 00:00:00,882,0,,Production,germanium metal,Quantity is more than 0 but less than 0.5,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,18,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1996-01-01 00:00:00,882,18,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1996-01-01 00:00:00,882,2,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,20,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1997-01-01 00:00:00,882,20,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1997-01-01 00:00:00,882,1,,Production,germanium metal,,
31.971487999999997,49.685680999999995,Ukraine,,N,Production of germanium metal,UA,Germanium,Not Significant,UKR,Germanium metal,tonnes (metric),31.971488,,1,162,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,0,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1997-01-01 00:00:00,882,0,,Production,germanium metal,Quantity is more than 0 but less than 0.5,
4.362657,50.839724,Belgium,,A,Production of germanium metal,BE,Germanium,Normal value,BEL,Germanium metal,tonnes (metric),4.362657,,1,162,50.839724,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,23,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1997-01-01 00:00:00,882,23,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,14,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1998-01-01 00:00:00,882,14,,Production,germanium metal,,
4.362657,50.839724,Belgium,,O,Production of germanium metal,BE,Germanium,Missing value,BEL,Germanium metal,tonnes (metric),4.362657,,1,162,50.839724,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1998-01-01 00:00:00,882,...,,Production,germanium metal,Figures not available,
31.971487999999997,49.685680999999995,Ukraine,,A,Production of germanium metal,UA,Germanium,Normal value,UKR,Germanium metal,tonnes (metric),31.971488,,1,162,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1998-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,22,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1998-01-01 00:00:00,882,22,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,N,Production of germanium metal,JP,Germanium,Not Significant,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,0,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1998-01-01 00:00:00,882,0,,Production,germanium metal,Quantity is more than 0 but less than 0.5,
31.971487999999997,49.685680999999995,Ukraine,,A,Production of germanium metal,UA,Germanium,Normal value,UKR,Germanium metal,tonnes (metric),31.971488,,1,162,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1999-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,20,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1999-01-01 00:00:00,882,20,*|a,Production,germanium metal,,Estimates.|Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1999-01-01 00:00:00,882,1,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,14,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",1999-01-01 00:00:00,882,14,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,14,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2000-01-01 00:00:00,882,14,,Production,germanium metal,,
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2000-01-01 00:00:00,882,2,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,23,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2000-01-01 00:00:00,882,23,a,Production,germanium metal,,Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2001-01-01 00:00:00,882,2,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,5,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2001-01-01 00:00:00,882,5,a,Production,germanium metal,,Including production of secondary metal.
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,21,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2001-01-01 00:00:00,882,21,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,20,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2002-01-01 00:00:00,882,20,*,Production,germanium metal,,Estimates.
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,5,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2002-01-01 00:00:00,882,5,a,Production,germanium metal,,Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2002-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,5,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2003-01-01 00:00:00,882,5,a,Production,germanium metal,,Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2003-01-01 00:00:00,882,1,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,30,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2003-01-01 00:00:00,882,30,*,Production,germanium metal,,Estimates.
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,30,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2004-01-01 00:00:00,882,30,*,Production,germanium metal,,Estimates.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,1,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2004-01-01 00:00:00,882,1,,Production,germanium metal,,
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,4,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2004-01-01 00:00:00,882,4,a,Production,germanium metal,,Including production of secondary metal.
-97.834383,39.139831,USA,,A,Production of germanium metal,US,Germanium,Normal value,USA,Germanium metal,tonnes (metric),-97.834383,,1,162,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,5,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2005-01-01 00:00:00,882,5,a,Production,germanium metal,,Including production of secondary metal.
142.796275,43.46076,Japan,,A,Production of germanium metal,JP,Germanium,Normal value,JPN,Germanium metal,tonnes (metric),142.796275,,1,162,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,2,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2005-01-01 00:00:00,882,2,,Production,germanium metal,,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,35,"Significant quantities of germanium are also believed to be recovered from imported or domestic material in France, Germany, Russia and to a lesser extent in Italy",2005-01-01 00:00:00,882,35,*,Production,germanium metal,,Estimates.
-119.677633,59.205383999999995,Canada,,O,Production of germanium metal,CA,Germanium,Missing value,CAN,Germanium metal,tonnes (metric),-119.677633,,1,162,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,,"Germanium is also believed to be recovered from imported or domestic material in Belgium, Canada, Russia and Ukraine",2006-01-01 00:00:00,882,...,,Production,germanium metal,Figures not available,
109.537431,32.216659,China,,A,Production of germanium metal,CN,Germanium,Normal value,CHN,Germanium metal,tonnes (metric),109.537431,,1,162,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/germanium,100,"Germanium is also believed to be recovered from imported or domestic material in Belgium, Canada, Russia and Ukraine",2006-01-01 00:00:00,882,100,*,Production,germanium metal,,Estimates.
